Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr	regulate	color
Q0K2S1	22.711833118458905	22.87093658111881	22.786896652367385	22.741181754390055	22.97614053175387	22.56044858289277	2	2	3	3	2	3	No	No	No	No	No	No	Q0K2S1_CUPNH	LysR family transcriptional regulator (Transcriptional regulator, LysR-family)	H16_B0911 E6A55_23775	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	297		cytosol [GO:0005829]	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0005829	reh:H16_B0911	-0.030631827636131703	0.8237230074083919	0.06427747800512552	0.8624273524480258	no_keep	gray
Q0K2T1	21.13546315847512	21.691910846774988	21.86401960515586	21.62339524607863	21.71303207469004	21.650422391767627	2	2	2	2	2	2	No	No	No	No	No	No	Q0K2T1_CUPNH	Alpha/beta hydrolase (Predicted hydrolase or acyltransferase (EC 3.-.-.-))	H16_B0901 E6A55_23725	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	318	acylglycerol catabolic process [GO:0046464]	membrane [GO:0016020]	membrane [GO:0016020]; acyltransferase activity [GO:0016746]; monoacylglycerol lipase activity [GO:0047372]; acylglycerol catabolic process [GO:0046464]	acyltransferase activity [GO:0016746]; monoacylglycerol lipase activity [GO:0047372]	GO:0016020; GO:0016746; GO:0046464; GO:0047372	reh:H16_B0901	0.09848536737677804	0.679521222467858	0.1298104284838166	0.7416338972256487	no_keep	gray
Q0K2V9	22.378839336898945	22.350370581611376	22.280630464703123	23.280489413587688	23.191358862952075	23.1551127653921	4	5	5	5	5	5	No	No	No	No	No	No	Q0K2V9_CUPNH	Gentisate 1,2-dioxygenase (EC 1.13.11.4)	gtdA H16_B0873 E6A55_23560	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	348			gentisate 1,2-dioxygenase activity [GO:0047922]	gentisate 1,2-dioxygenase activity [GO:0047922]	GO:0047922	reh:H16_B0873	0.87237355290614	5.091680269993643e-05	3.1583185538699556	0.0006945147059865161	no_keep	gray
Q0K2W0	22.634291932521514	22.524732299620897	22.478817456413527	22.380541108586048	22.353062267876417	22.15380586049436	3	4	4	3	4	4	No	No	No	No	No	No	Q0K2W0_CUPNH	LysR family transcriptional regulator (Transcriptional regulator, LysR-family)	H16_B0872 E6A55_23555	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	312		cytosol [GO:0005829]	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0005829	reh:H16_B0872	-0.2501441505330355	0.04231609119172781	1.1047129023447881	0.07857548994189152	no_keep	gray
Q0K2W8	21.124057309803387	21.32680676023573	21.21262508474929	21.965444690883174	22.06841698479868	22.030940582559012	2	3	3	3	3	3	No	No	No	No	No	No	Q0K2W8_CUPNH	Transcriptional regulator, LacI-family	H16_B0864	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	348			DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700	reh:H16_B0864	0.8004377011508161	0.0002644036162952696	2.7046752716307845	0.001973898097099468	no_keep	gray
Q0K2X0	21.93655527267003	21.971639384942744	21.407586547895963	20.99511346789551	20.72701137296154	21.08810109966795	1	2	2	3	1	1	No	No	No	No	No	No	Q0K2X0_CUPNH	Cytosine deaminase or related metal-dependent hydrolase (EC 3.5.4.-)	H16_B0862	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	482			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0016810	reh:H16_B0862	-0.8351850883279148	0.01700484071476672	1.4079970577392988	0.03908435436724728	no_keep	gray
Q0K2X2	21.20926774837766	21.53995201225116	20.846561427235677	23.41617950768014	23.738641656861397	23.751293878240354	3	3	3	6	7	7	No	No	No	No	No	No	Q0K2X2_CUPNH	Oxidase (EC 1.8.3.1)	H16_B0860 E6A55_23495	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	420	sulfur compound metabolic process [GO:0006790]		heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]; sulfur compound metabolic process [GO:0006790]	heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]	GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546	reh:H16_B0860	2.4367779516391295	0.00043639973420595007	2.5557954976697546	0.002781022498532944	upregulate	red
Q0K2X3	21.811125353967594	20.98542365798409	21.305991670453505	23.4563218249436	23.521607627876342	23.549431229335084	1	1	0	3	3	3	No	No	Si	No	No	No	Q0K2X3_CUPNH	C-type cytochrome (Cytochrome c551/c552)	H16_B0859 E6A55_23490	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	220			electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0020037	reh:H16_B0859	2.1416066665832822	0.0008990326946064817	2.3414129026763906	0.004556035478396389	upregulate	red
Q0K2X5	28.745033828196057	28.61817309547216	28.284397450073136	28.78545466738444	28.818706205449597	28.996516993684132	5	5	5	6	6	6	No	No	No	No	No	No	Q0K2X5_CUPNH	Polyketide cyclase	H16_B0857 E6A55_23480	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	161						reh:H16_B0857	0.31769116425893884	0.1051444435148757	0.7926551751655914	0.16119249771520844	no_keep	gray
Q0K2Y6	23.197494052118863	23.319989684804224	23.1530001575118	24.437521400296596	24.18062003266054	24.286465819852076	6	7	6	8	8	8	No	No	No	No	No	No	Q0K2Y6_CUPNH	LysR family transcriptional regulator (Transcriptional regulator, LysR-family)	H16_B0846 E6A55_23425	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	310		cytosol [GO:0005829]	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0005829	reh:H16_B0846	1.0780411194581063	0.00027501018709163495	2.694818415521305	0.0020192104467866762	upregulate	red
Q0K2Y7	21.5013629221566	21.987871729828857	21.80554138938987	24.105090478880268	23.923952996207145	24.16006220077694	3	3	3	7	7	7	No	No	No	No	No	No	Q0K2Y7_CUPNH	Alkyl sulfatase (EC 3.1.6.-)	H16_B0845	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	432			hydrolase activity [GO:0016787]; protein dimerization activity [GO:0046983]	hydrolase activity [GO:0016787]; protein dimerization activity [GO:0046983]	GO:0016787; GO:0046983	reh:H16_B0845	2.2981098781630074	0.000132619628315561	2.906312692621736	0.0012407586379907776	upregulate	red
Q0K2Y8	21.245545221942077	20.828126052120417	19.916178298193906	23.59821405727038	23.558095098488177	23.535401946275147	1	1	0	2	2	2	No	No	Si	No	No	No	Q0K2Y8_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_B0844 E6A55_23415	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	341						reh:H16_B0844	2.900620509925769	0.0017952539383928666	2.1361591725328197	0.007308711640402758	upregulate	red
Q0K2Z1	22.24323058216379	22.39215124494201	22.03146861142512	22.8998239406642	22.406209307449227	22.686098274177382	2	3	2	3	2	2	No	No	No	No	No	No	Q0K2Z1_CUPNH	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95) (Glyoxylate/hydroxypyruvate reductase A)	serA5 H16_B0841 E6A55_23400	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	309			NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	GO:0004617; GO:0051287	reh:H16_B0841	0.44176036125329077	0.06720232439289578	0.9481803814452769	0.11267293791089189	no_keep	gray
Q0K2Z5	19.052695065896685	21.132226346742783	21.056617561710414	21.17673704415917	21.471900843543647	21.509915872494897	0	2	1	1	2	2	Si	No	No	No	No	No	Q0K2Z5_CUPNH	LysR family transcriptional regulator (Transcriptional regulator of phosphonate operon,LysR-family)	phnR H16_B0837 E6A55_23380	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	298	DNA-templated transcription [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0006351; GO:0043565	reh:H16_B0837	0.9723382619492789	0.23102336421854922	0.5137058921052974	0.3064037723498061	no_keep	gray
Q0K302	22.54769822041136	21.465068232745818	21.76149641480385	24.417624993677236	23.960686183672596	24.15179920127506	1	0	1	2	3	2	No	Si	No	No	No	No	Q0K302_CUPNH	LysR family transcriptional regulator (Transcriptional regulator, LysR-family)	H16_B0830 E6A55_23340	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	288		protein-DNA complex [GO:0032993]	protein-DNA complex [GO:0032993]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0032993	reh:H16_B0830	2.2519491702212875	0.002973668765557282	1.9805514062022045	0.010457998947785188	upregulate	red
Q0K306	23.331045294475157	23.35733247174584	23.32743641776129	23.970112482076956	23.92749408352987	23.88654957778747	4	4	4	4	4	4	No	No	No	No	No	No	Q0K306_CUPNH	Glutamine cyclotransferase	H16_B0826 E6A55_23320	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	222						reh:H16_B0826	0.5894473198039982	2.2075640972221065e-05	3.3792928903674544	0.0004175486747586026	no_keep	gray
Q0K307	24.94091447240563	24.82468722087626	24.7901920390056	25.017854960959767	24.97625706426314	24.916060596039625	4	3	4	4	4	4	No	No	No	No	No	No	Q0K307_CUPNH	Lipoprotein	H16_B0825 E6A55_23310	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	177						reh:H16_B0825	0.11812629632500915	0.09535821154563134	0.8277136521851414	0.1486915702466335	no_keep	gray
Q0K308	26.067725417406063	26.07911986799246	26.163032857281063	25.527487021145376	25.428084809359586	25.4494329353546	12	14	13	12	14	14	No	No	No	No	No	No	Q0K308_CUPNH	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95) (2-oxoglutarate reductase)	serA4 serA H16_B0824 E6A55_23305	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	405			NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	GO:0004617; GO:0051287	reh:H16_B0824	-0.6349577922733438	0.00011813030396007473	2.935161032884855	0.0011610180379106334	no_keep	gray
Q0K312	24.05714645022497	24.15328516019055	24.27548031896996	28.25152837354239	28.35423008261293	28.2983931863452	5	7	6	15	15	15	No	No	No	No	No	No	Q0K312_CUPNH	L-threonine 3-dehydrogenase (NAD dependent epimerase/dehydratase (EC 5.3.-.-))	H16_B0820 E6A55_23285	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	318	threonine catabolic process [GO:0006567]		isomerase activity [GO:0016853]; L-threonine 3-dehydrogenase activity [GO:0008743]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; threonine catabolic process [GO:0006567]	isomerase activity [GO:0016853]; L-threonine 3-dehydrogenase activity [GO:0008743]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0006567; GO:0008743; GO:0016853; GO:0046872	reh:H16_B0820	4.139413237705014	4.842658450511155e-07	4.218038731654252	6.052868910884785e-05	upregulate	red
Q0K313	25.604469470035117	25.635856371726145	25.754787554128605	29.852945514671433	29.791917826275263	29.753016838822777	6	9	7	29	29	29	No	No	No	No	No	No	Q0K313_CUPNH	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl H16_B0819 E6A55_23280	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	399	biosynthetic process [GO:0009058]; L-threonine catabolic process to glycine [GO:0019518]		glycine C-acetyltransferase activity [GO:0008890]; ligase activity [GO:0016874]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-threonine catabolic process to glycine [GO:0019518]	glycine C-acetyltransferase activity [GO:0008890]; ligase activity [GO:0016874]; pyridoxal phosphate binding [GO:0030170]	GO:0008890; GO:0009058; GO:0016874; GO:0019518; GO:0030170	reh:H16_B0819	4.134255594626538	1.7751267236058874e-07	4.399479895196289	3.985842235542758e-05	upregulate	red
Q0K314	21.229419657671347	19.69871370319713	20.78443020757986	23.250511359580255	23.227175273831588	23.295771626385537	0	1	0	2	2	2	Si	No	Si	No	No	No	Q0K314_CUPNH	Transcriptional regulator, XRE-family (XRE family transcriptional regulator)	H16_B0818 E6A55_23275	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	198		cytosol [GO:0005829]	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005829	reh:H16_B0818	2.6869648971163507	0.004116466232131174	1.8759290981333383	0.013306716424796118	upregulate	red
Q0K317	22.94087357057547	22.80573743870564	22.932796512645226	23.646920046252426	23.38827472453273	23.62219328309598	3	3	3	4	3	4	No	No	No	No	No	No	Q0K317_CUPNH	Putative quinoline 2-oxidoreductase, large subunit (EC 1.-.-.-)	qorL2 H16_B0815	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	798			iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	GO:0005506; GO:0016491	reh:H16_B0815	0.6593268439849318	0.0021157458548257033	2.0867505576007797	0.008189350185222873	no_keep	gray
Q0K318	22.020097564171454	20.357083285291303	21.19193979694006	20.724369196327647	21.00369088610624	20.828406465625942	0	0	0	3	3	3	Si	Si	Si	No	No	No	Q0K318_CUPNH	Amidase related to nicotinamidase (EC 3.5.1.-) (Isochorismatase family protein)	H16_B0814 E6A55_23255	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	208			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	reh:H16_B0814	-0.33755136611432945	0.5263265495430295	0.22073152020936035	0.6015454965215752	no_keep	gray
Q0K319	23.83547895969911	23.652912571352715	23.623123708497666	23.99895244014693	23.82695630838821	23.918749295472253	4	6	6	6	6	5	No	No	No	No	No	No	Q0K319_CUPNH	2,5-dihydroxypyridine 5,6-dioxygenase (Putative peptidase, M29 family (EC 3.4.11.-))	H16_B0813 E6A55_23250	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	351			aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]	aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]	GO:0004177; GO:0046872	reh:H16_B0813	0.21104760148596924	0.06362248720082544	0.9646590223283984	0.10847782718411769	no_keep	gray
Q0K320	24.31439488321631	19.821072464240014	20.14684594238213	23.896360190444323	24.12129484907629	19.93058461666357	1	0	0	2	2	0	No	Si	Si	No	No	Si	Q0K320_CUPNH	Hydrolase or acyltransferase (Alpha/beta hydrolase superfamily) (EC 3.-.-.-)	H16_B0812	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	275			acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]	acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]	GO:0016746; GO:0016787	reh:H16_B0812	1.2219754554485753	0.5716656067215045	0.19058811258933817	0.6447804891885902	upregulate	red
Q0K322	22.69270377044324	22.603363697404717	22.217317401142875	23.050131159694928	23.30817024368372	23.293239156235895	2	3	3	3	5	3	No	No	No	No	No	No	Q0K322_CUPNH	Amidohydrolase (EC 3.5.-.-)	H16_B0810 E6A55_23235	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	320	secondary metabolic process [GO:0019748]	cytosol [GO:0005829]	cytosol [GO:0005829]; carboxy-lyase activity [GO:0016831]; hydrolase activity [GO:0016787]; secondary metabolic process [GO:0019748]	carboxy-lyase activity [GO:0016831]; hydrolase activity [GO:0016787]	GO:0005829; GO:0016787; GO:0016831; GO:0019748	reh:H16_B0810	0.7127185635412374	0.013277405747200858	1.489448816250963	0.03240046057273251	no_keep	gray
Q0K324	21.31919378691309	21.30766249306889	21.351701387666715	20.12043942006832	20.65417351488888	20.932300521807353	2	2	3	1	1	2	No	No	No	No	No	No	Q0K324_CUPNH	ABC transporter substrate-binding protein (ABC-type transporter, periplasmic component)	H16_B0808 E6A55_23225	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	405						reh:H16_B0808	-0.7572147369613802	0.03372883311651879	1.1816961819531522	0.06581180739780639	no_keep	gray
Q0K329	21.460969761699136	21.22957576583341	21.235185681044264	22.03038560179542	21.962228164127534	21.94228452221732	1	1	1	1	2	2	No	No	No	No	No	No	Q0K329_CUPNH	Ferredoxin of a ring-hydroxylating dioxygenase (Non-heme iron oxygenase ferredoxin subunit)	H16_B0803 E6A55_23200	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	101	catabolic process [GO:0009056]		2 iron, 2 sulfur cluster binding [GO:0051537]; dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]; catabolic process [GO:0009056]	2 iron, 2 sulfur cluster binding [GO:0051537]; dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]	GO:0009056; GO:0046872; GO:0051213; GO:0051537	reh:H16_B0803	0.6697223598544859	0.0011537090764077316	2.268549613050597	0.00538828287045467	no_keep	gray
Q0K330	20.675612637464415	20.63062648692787	20.553721756716534	20.157991964566495	20.837240380427215	20.62713937347846	2	3	4	3	3	4	No	No	No	No	No	No	Q0K330_CUPNH	Ferredoxin reductase (Pyridine nucleotide-disulphide oxidoreductase (EC 1.18.1.3))	H16_B0802 E6A55_23195	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	426		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ferredoxin-NAD+ reductase activity [GO:0008860]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]	ferredoxin-NAD+ reductase activity [GO:0008860]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]	GO:0005737; GO:0008860; GO:0016651	reh:H16_B0802	-0.0791963875455508	0.7175120485639093	0.11117794773407423	0.7741445349825664	no_keep	gray
